customer_id,first_name,last_name,age,contact_pref,vehicle_id
172,George,Miller,65,Phone,
173,Bob,Brown,79,Phone,884
174,George,Johnson,52,SMS,
175,George,Williams,71,Mail,231
176,George,Garcia,67,Mail,
177,Bob,Smith,49,Email,
178,Alice,Miller,22,Phone,
179,Bob,Williams,39,Phone,
180,Diana,Brown,66,Phone,
181,Alice,Johnson,50,Phone,
182,Charlie,Williams,65,Mail,
183,Diana,Johnson,45,Email,
184,Fiona,Johnson,27,Mail,
185,Diana,Williams,33,Phone,88
186,Diana,Brown,18,SMS,
187,Fiona,Johnson,33,SMS,65
188,George,Brown,41,SMS,
189,Diana,Miller,49,Email,787
190,George,Brown,51,Email,
191,Diana,Garcia,64,Phone,716
192,Ethan,Jones,22,Mail,93
193,George,Davis,39,Email,686
194,Fiona,Davis,58,SMS,797
195,Bob,Johnson,48,Phone,
196,Diana,Miller,37,SMS,
197,Ethan,Smith,64,Email,
198,Charlie,Williams,48,Mail,688
199,Charlie,Brown,23,Email,
200,Ethan,Garcia,26,SMS,
201,George,Jones,23,Phone,
202,Alice,Miller,41,Mail,
203,Alice,Jones,73,Phone,687
204,Diana,Williams,50,SMS,189
205,George,Davis,66,Phone,516
206,George,Williams,70,SMS,
207,Alice,Brown,80,Mail,876
208,Bob,Brown,66,Mail,
209,Alice,Williams,25,Phone,804
210,Bob,Brown,47,Mail,
211,Fiona,Williams,62,Mail,
212,Bob,Smith,72,SMS,651
213,Alice,Williams,29,Phone,
214,Charlie,Davis,19,Mail,
215,Fiona,Davis,68,Mail,
216,Charlie,Johnson,67,Phone,
217,Hannah,Garcia,74,Email,
218,Fiona,Smith,31,SMS,
219,George,Smith,66,Mail,
220,Diana,Miller,25,Mail,
221,Diana,Brown,20,Phone,
222,Diana,Williams,34,Mail,675
223,Ethan,Jones,45,Email,683
224,Ethan,Davis,67,Mail,
225,Charlie,Johnson,76,Mail,
226,Fiona,Brown,75,Email,
227,Alice,Miller,29,Email,679
228,Charlie,Davis,72,Email,
229,Ethan,Miller,19,Email,
230,Fiona,Johnson,78,SMS,
231,Diana,Smith,52,Mail,
232,Charlie,Jones,34,SMS,
233,Ethan,Williams,53,Phone,
234,Diana,Davis,80,Mail,174
235,Fiona,Jones,51,Email,138
236,Fiona,Garcia,73,Email,690
237,Ethan,Brown,50,SMS,
238,Diana,Davis,36,Phone,
239,Fiona,Davis,66,SMS,
240,George,Garcia,66,Mail,
241,Alice,Johnson,75,Mail,
242,Ethan,Davis,22,SMS,128
243,Fiona,Johnson,58,Phone,
244,George,Johnson,79,Mail,451
245,Diana,Williams,29,Email,
246,Alice,Williams,67,Email,38
247,Fiona,Williams,38,Email,949
248,Bob,Johnson,19,Email,
249,Hannah,Miller,47,Email,68
250,Diana,Johnson,74,SMS,
251,George,Davis,67,Mail,
252,Bob,Williams,44,Mail,
253,Diana,Johnson,56,Mail,
254,Diana,Miller,38,SMS,105
255,Ethan,Garcia,38,Mail,
256,Bob,Garcia,75,Email,417
257,Ethan,Jones,66,SMS,
258,Hannah,Brown,54,Mail,
259,George,Johnson,35,SMS,788
260,George,Smith,48,Phone,
261,Fiona,Smith,18,Mail,96
262,Ethan,Williams,60,Email,
263,Charlie,Johnson,41,SMS,
264,Diana,Miller,72,Mail,
265,Diana,Johnson,36,SMS,798
266,Bob,Brown,57,Mail,
267,Alice,Brown,26,Mail,
268,Bob,Garcia,45,Email,12
269,Fiona,Jones,64,SMS,
270,Fiona,Miller,57,Mail,71
271,Diana,Jones,44,Phone,
272,George,Williams,67,Phone,349
273,Ethan,Garcia,34,SMS,
274,Diana,Smith,65,SMS,
275,Charlie,Davis,20,Phone,
276,Bob,Williams,31,Phone,
277,Charlie,Johnson,69,Phone,
278,Alice,Smith,56,Phone,115
279,Diana,Davis,29,Email,
280,Hannah,Garcia,71,Phone,
281,Bob,Miller,71,Mail,
282,Alice,Smith,62,Email,
283,Ethan,Davis,35,Email,
284,Fiona,Miller,64,Email,
285,Diana,Davis,34,SMS,
286,Alice,Miller,63,Email,
287,Hannah,Smith,48,Mail,
288,Charlie,Miller,58,Mail,
289,Fiona,Davis,52,SMS,
290,Fiona,Jones,74,SMS,
291,Ethan,Miller,66,Phone,
292,Charlie,Smith,65,Phone,
293,Fiona,Johnson,67,Mail,
294,Bob,Jones,38,Email,1000
295,Alice,Davis,34,Email,
296,Fiona,Williams,73,Mail,
297,Alice,Miller,60,Email,
298,Ethan,Williams,59,Phone,
299,Ethan,Davis,23,SMS,
300,Alice,Davis,57,SMS,
301,Bob,Davis,56,Phone,
302,Diana,Garcia,22,SMS,
303,George,Miller,80,Phone,181
304,Ethan,Brown,38,Email,716
305,George,Johnson,49,Email,
306,Diana,Davis,42,Email,871
307,Diana,Miller,66,Mail,
308,Hannah,Brown,45,SMS,
309,Bob,Miller,48,SMS,729
310,Hannah,Jones,75,Email,
311,Ethan,Davis,69,Email,
312,Bob,Jones,20,Email,708
313,Bob,Williams,56,Email,
314,Diana,Davis,58,Email,
315,Bob,Johnson,77,SMS,
316,Charlie,Johnson,22,Phone,
317,Alice,Garcia,65,Phone,
318,Ethan,Johnson,30,SMS,510
319,Fiona,Miller,47,Mail,
320,Diana,Johnson,36,Email,
321,Diana,Jones,22,Phone,
322,Alice,Miller,42,Mail,
323,Charlie,Miller,36,SMS,
324,Fiona,Brown,67,Mail,779
325,George,Garcia,60,SMS,
326,George,Williams,33,Email,
327,Alice,Williams,52,Phone,349
328,Hannah,Jones,32,Mail,
329,Fiona,Davis,69,Email,860
330,Diana,Smith,55,Phone,
331,Diana,Miller,22,Mail,825
332,Ethan,Smith,63,SMS,
333,Fiona,Smith,44,SMS,
334,Fiona,Brown,49,Email,
335,Ethan,Williams,27,SMS,436
336,Diana,Brown,58,Mail,
337,Alice,Smith,78,Phone,
338,George,Davis,40,Email,78
339,Diana,Miller,69,Phone,
340,Diana,Jones,58,Email,
341,Fiona,Johnson,21,Mail,
342,Alice,Johnson,57,Email,
343,George,Williams,71,Mail,191
344,Ethan,Smith,69,Phone,
345,Alice,Miller,68,Phone,
346,Ethan,Williams,22,Mail,
347,Charlie,Brown,80,Mail,
348,Alice,Garcia,78,Email,
349,Hannah,Smith,32,Mail,
350,Diana,Johnson,66,SMS,
351,Charlie,Jones,69,SMS,
352,Charlie,Jones,32,Email,
353,Hannah,Johnson,76,Phone,
354,Bob,Smith,78,SMS,
355,George,Brown,29,Email,
356,Diana,Davis,64,Phone,902
357,Charlie,Garcia,33,Phone,
358,Bob,Jones,21,Email,491
359,Ethan,Smith,66,Phone,173
360,Diana,Johnson,19,Mail,
361,George,Johnson,69,Email,722
362,Charlie,Brown,33,Phone,153
363,Bob,Johnson,54,SMS,
364,Diana,Jones,38,Phone,967
365,Diana,Miller,51,Email,134
366,Bob,Davis,19,Mail,225
367,Ethan,Johnson,33,Phone,605
368,Charlie,Brown,38,Phone,
369,Ethan,Williams,19,Phone,219
370,Charlie,Johnson,44,Phone,
371,Diana,Miller,64,Email,78
372,Charlie,Williams,42,Email,
373,Diana,Williams,78,Mail,
374,Fiona,Garcia,65,Email,515
375,Ethan,Jones,27,Mail,
376,Alice,Brown,37,SMS,
377,Hannah,Smith,61,Email,790
378,Fiona,Johnson,55,Phone,
379,Charlie,Garcia,76,SMS,222
380,Alice,Davis,80,Mail,
381,Bob,Williams,43,Email,
382,Charlie,Jones,40,Email,
383,George,Jones,44,Email,
384,Ethan,Miller,76,Phone,434
385,Ethan,Miller,73,Mail,
386,Fiona,Davis,38,Mail,240
387,Alice,Garcia,30,Email,
388,George,Davis,40,Mail,
389,Ethan,Miller,65,SMS,241
390,Hannah,Smith,20,Phone,
391,Ethan,Miller,59,SMS,730
392,Bob,Miller,77,Mail,642
393,Diana,Davis,21,SMS,72
394,Bob,Williams,67,Mail,
395,Ethan,Davis,18,SMS,
396,Hannah,Johnson,74,Email,
397,Charlie,Johnson,19,Phone,
398,Ethan,Miller,32,Phone,
399,Bob,Johnson,46,SMS,960
400,Charlie,Williams,56,Email,
401,Alice,Brown,69,Email,
402,Ethan,Smith,25,Phone,
403,Ethan,Brown,32,SMS,
404,Ethan,Smith,60,Phone,
405,Fiona,Brown,56,Phone,39
406,Fiona,Jones,76,Mail,
407,Alice,Johnson,25,SMS,
408,Bob,Williams,61,Mail,
409,Alice,Smith,21,Mail,275
410,Hannah,Miller,68,Mail,676
411,Ethan,Williams,50,SMS,
412,Diana,Garcia,39,SMS,
413,George,Garcia,72,Phone,17
414,Bob,Miller,19,Mail,
415,George,Smith,48,Email,
416,Diana,Smith,77,Email,
417,Diana,Brown,34,Mail,
418,Fiona,Davis,63,Phone,
419,George,Miller,42,Mail,
420,Hannah,Smith,28,Mail,25
421,Alice,Smith,61,Phone,228
422,Diana,Davis,34,Email,
423,Diana,Miller,67,Email,
424,Hannah,Williams,33,Phone,253
425,George,Davis,60,Email,591
426,Fiona,Davis,66,Phone,477
427,Alice,Davis,74,SMS,
428,Ethan,Jones,47,Mail,998
429,Ethan,Williams,63,SMS,
430,Ethan,Williams,52,Email,
431,Ethan,Garcia,75,Phone,
432,Fiona,Miller,37,Mail,
433,Hannah,Johnson,29,SMS,
434,Charlie,Williams,68,Email,
435,Ethan,Garcia,29,Phone,
436,Alice,Miller,44,SMS,799
437,Charlie,Brown,76,Email,
438,Charlie,Williams,42,Email,
439,Hannah,Williams,75,Mail,796
440,Hannah,Smith,53,Mail,303
441,Ethan,Johnson,28,Mail,675
442,Ethan,Garcia,29,SMS,
443,Hannah,Jones,24,SMS,
444,Charlie,Jones,20,SMS,
445,Diana,Garcia,67,Email,232
446,Diana,Miller,28,Email,
447,George,Williams,56,Phone,
448,Bob,Miller,47,Email,
449,Bob,Miller,36,Mail,768
450,Alice,Johnson,37,Email,604
451,Fiona,Davis,20,SMS,
452,Hannah,Miller,18,Mail,
453,Ethan,Brown,68,Mail,
454,Bob,Smith,47,Mail,
455,Diana,Johnson,30,Mail,347
456,Ethan,Brown,42,Mail,
457,Bob,Brown,27,SMS,
458,Bob,Miller,66,SMS,844
459,Charlie,Davis,21,SMS,
460,Hannah,Davis,18,Mail,508
461,Ethan,Johnson,31,Mail,990
462,Alice,Davis,60,SMS,346
463,Diana,Garcia,72,Email,
464,Charlie,Davis,31,Phone,
465,Bob,Garcia,18,SMS,154
466,Alice,Brown,53,Email,
467,Bob,Johnson,70,Mail,671
468,Bob,Brown,24,SMS,
469,Ethan,Brown,59,Phone,300
470,Diana,Davis,45,Email,518
471,Hannah,Smith,77,Mail,454
472,Charlie,Williams,42,SMS,
473,Alice,Jones,65,SMS,628
474,Hannah,Johnson,59,Mail,
475,Alice,Johnson,39,SMS,
476,George,Davis,73,Phone,
477,Charlie,Garcia,72,Phone,
478,Charlie,Jones,33,Phone,463
479,Diana,Jones,34,Mail,
480,Alice,Davis,68,Phone,
481,Fiona,Jones,60,Mail,475
482,Fiona,Smith,42,Mail,
483,Bob,Jones,20,SMS,
484,Hannah,Williams,61,Email,784
485,Hannah,Williams,65,Email,
486,Fiona,Davis,51,Mail,
487,Alice,Smith,71,SMS,
488,Hannah,Davis,56,Mail,707
489,Alice,Miller,62,Mail,
490,Fiona,Davis,68,Mail,326
491,Charlie,Johnson,51,SMS,930
492,Hannah,Garcia,19,Mail,450
493,Fiona,Smith,30,Mail,
494,George,Smith,52,Phone,147
495,Hannah,Davis,63,Mail,
496,Bob,Smith,36,Phone,223
497,Ethan,Davis,69,Email,
498,Fiona,Davis,23,Email,
499,George,Miller,20,Phone,
500,Fiona,Smith,42,SMS,
501,Ethan,Brown,66,SMS,567
502,Charlie,Smith,43,SMS,
503,Charlie,Jones,33,Email,394
504,Ethan,Jones,55,Email,
505,George,Jones,74,Mail,
506,Alice,Williams,76,Email,
507,Diana,Davis,80,SMS,
508,Diana,Williams,67,SMS,157
509,Fiona,Johnson,25,Email,
510,Charlie,Garcia,76,Phone,
511,Charlie,Garcia,19,Mail,
512,George,Williams,31,Email,
513,Hannah,Williams,45,SMS,
514,Hannah,Davis,24,Phone,46
515,George,Miller,72,Phone,
516,George,Miller,62,Phone,216
517,Bob,Smith,73,Mail,
518,Charlie,Brown,47,Mail,
519,Diana,Johnson,47,Mail,99
520,Diana,Williams,56,Email,
521,Ethan,Johnson,79,Email,439
522,Bob,Davis,76,Mail,
523,Fiona,Smith,70,Phone,585
524,Ethan,Miller,56,Mail,651
525,George,Brown,29,SMS,
526,Hannah,Davis,50,SMS,
527,Hannah,Miller,46,SMS,
528,George,Jones,51,SMS,
529,Ethan,Brown,47,Phone,
530,Charlie,Brown,48,Phone,
531,Fiona,Jones,26,Mail,
532,Bob,Garcia,24,Mail,
533,Ethan,Miller,37,Mail,297
534,Diana,Garcia,38,Mail,
535,Fiona,Garcia,72,Phone,
536,Bob,Johnson,64,Phone,
537,Bob,Brown,21,Email,62
538,Charlie,Davis,58,Phone,
539,Bob,Smith,65,Email,457
540,Ethan,Garcia,39,Mail,
541,Charlie,Jones,61,Mail,
542,Bob,Smith,61,SMS,
543,Ethan,Davis,21,Phone,
544,Alice,Jones,24,Mail,723
545,Ethan,Davis,24,Phone,
546,George,Smith,72,Mail,
547,George,Jones,55,Mail,
548,Hannah,Smith,51,SMS,732
549,George,Brown,72,SMS,
550,Diana,Smith,28,Phone,
551,Ethan,Miller,47,SMS,
552,George,Smith,31,SMS,
553,George,Williams,31,SMS,550
554,Charlie,Smith,18,Phone,
555,Hannah,Garcia,35,SMS,
556,George,Williams,78,SMS,178
557,Alice,Miller,44,SMS,
558,Ethan,Williams,53,Email,380
559,Hannah,Johnson,45,SMS,714
560,George,Miller,66,Email,459
561,Diana,Garcia,41,SMS,
562,Hannah,Williams,30,Mail,242
563,Ethan,Brown,59,Phone,
564,Ethan,Jones,68,Email,
565,Fiona,Garcia,29,Mail,
566,Charlie,Brown,40,Email,
567,Ethan,Johnson,77,SMS,99
568,Alice,Jones,70,Email,
569,Bob,Brown,49,Mail,512
570,Charlie,Johnson,63,Phone,
571,Fiona,Davis,39,SMS,
572,Alice,Smith,44,Phone,900
573,Diana,Williams,61,Email,399
574,Hannah,Johnson,18,Mail,568
575,Diana,Garcia,52,Phone,
576,Alice,Miller,18,Mail,
577,Hannah,Johnson,49,Mail,
578,Diana,Johnson,55,Mail,
579,Bob,Johnson,35,SMS,
580,Alice,Davis,23,Phone,60
581,Bob,Miller,67,SMS,
582,Charlie,Smith,61,Phone,
583,Ethan,Jones,34,Mail,424
584,Ethan,Davis,73,Email,
585,Charlie,Garcia,28,Email,711
586,Ethan,Smith,43,Phone,
587,Charlie,Johnson,69,SMS,
588,Alice,Williams,36,Email,
589,Alice,Brown,78,Phone,
590,Bob,Johnson,71,Mail,669
591,Charlie,Garcia,38,Phone,
592,Diana,Williams,47,Phone,
593,Bob,Garcia,19,SMS,
594,Alice,Miller,34,Phone,409
595,Fiona,Williams,38,SMS,
596,Charlie,Brown,66,SMS,
597,George,Garcia,48,SMS,452
598,Ethan,Jones,53,Phone,
599,Ethan,Davis,69,Email,900
600,Fiona,Garcia,42,Email,
601,Diana,Miller,24,SMS,661
602,Alice,Davis,67,SMS,342
603,Hannah,Williams,42,Mail,989
604,Hannah,Johnson,42,SMS,46
605,Fiona,Davis,71,Phone,
606,Charlie,Davis,72,Email,
607,Diana,Williams,40,Mail,466
608,Hannah,Miller,72,Phone,
609,Ethan,Jones,79,Phone,
610,Fiona,Davis,62,Phone,618
611,Hannah,Brown,42,SMS,
612,Ethan,Jones,58,Mail,582
613,Alice,Jones,71,Email,
614,Alice,Williams,61,Email,90
615,Ethan,Miller,20,Mail,
616,Bob,Miller,30,Phone,
617,Hannah,Davis,45,Phone,
618,Fiona,Miller,69,SMS,751
619,Diana,Smith,39,Mail,61
620,Bob,Smith,74,Mail,848
621,Charlie,Williams,22,SMS,
622,Diana,Jones,47,Mail,
623,Charlie,Johnson,42,SMS,
624,Hannah,Johnson,27,Phone,207
625,Ethan,Miller,52,Mail,
626,Ethan,Jones,51,Mail,
627,Diana,Smith,33,Phone,467
628,Ethan,Brown,68,Phone,556
629,Diana,Garcia,77,Email,
630,Ethan,Williams,78,Email,711
631,George,Garcia,78,Mail,
632,Alice,Davis,58,SMS,592
633,Ethan,Brown,64,Mail,
634,Ethan,Williams,50,Email,372
635,Hannah,Davis,18,Phone,
636,Bob,Garcia,28,SMS,
637,Bob,Garcia,42,Email,
638,George,Davis,52,Mail,
639,Charlie,Miller,66,SMS,
640,Bob,Davis,31,SMS,
641,Charlie,Williams,35,Mail,521
642,Diana,Garcia,33,Mail,358
643,Diana,Garcia,58,Mail,603
644,Charlie,Johnson,77,Email,
645,Charlie,Brown,19,Mail,238
646,Bob,Johnson,41,Mail,135
647,Bob,Garcia,18,SMS,
648,Bob,Williams,79,Phone,
649,Hannah,Davis,79,Mail,
650,Charlie,Williams,66,Email,
651,Charlie,Johnson,51,Email,287
652,Alice,Jones,18,SMS,
653,Bob,Williams,71,SMS,
654,Alice,Smith,30,Phone,
655,Charlie,Miller,67,Email,
656,Hannah,Williams,70,Email,757
657,Ethan,Davis,39,SMS,346
658,Ethan,Williams,47,Phone,
659,Ethan,Johnson,32,Phone,
660,Alice,Johnson,57,Mail,
661,Hannah,Williams,32,Phone,
662,Hannah,Williams,30,Mail,462
663,Fiona,Johnson,55,Phone,
664,Alice,Garcia,53,Phone,
665,Fiona,Garcia,47,Phone,770
666,Bob,Miller,70,Mail,976
667,George,Brown,62,SMS,
668,Charlie,Brown,36,Mail,
669,Alice,Brown,50,Email,
670,Charlie,Johnson,30,Phone,63
671,Alice,Miller,63,SMS,
672,George,Johnson,28,Mail,
673,Ethan,Garcia,65,Email,
674,Hannah,Davis,54,Mail,
675,Fiona,Miller,29,SMS,
676,Fiona,Brown,72,Phone,
677,Bob,Miller,66,Phone,
678,Fiona,Davis,76,Mail,
679,Bob,Davis,70,Email,191
680,George,Brown,72,Phone,
681,Charlie,Williams,78,Email,
682,Fiona,Williams,59,Mail,
683,Charlie,Johnson,40,Phone,
684,Fiona,Johnson,80,Mail,701
685,Bob,Smith,48,SMS,
686,Hannah,Davis,65,Mail,
687,Alice,Williams,66,SMS,351
688,George,Davis,71,Email,
689,Alice,Jones,42,SMS,
690,Alice,Miller,36,SMS,
691,Fiona,Davis,57,SMS,
692,Hannah,Davis,34,SMS,520
693,Diana,Brown,73,Phone,171
694,Hannah,Miller,64,SMS,
695,Ethan,Johnson,48,Phone,528
696,Alice,Johnson,19,SMS,
697,Bob,Smith,19,Phone,279
698,Fiona,Smith,72,SMS,
699,Charlie,Williams,27,Mail,
700,Fiona,Smith,79,Email,
701,George,Johnson,43,SMS,
702,Fiona,Davis,26,Email,
703,Ethan,Smith,64,Mail,
704,Diana,Garcia,49,Phone,
705,Fiona,Smith,24,Phone,
706,Bob,Williams,18,Email,773
707,Alice,Johnson,21,SMS,
708,Ethan,Johnson,67,Phone,27
709,Fiona,Jones,19,Email,
710,Bob,Davis,54,SMS,475
711,Fiona,Jones,62,SMS,
712,Charlie,Garcia,55,Phone,662
713,Bob,Williams,54,Mail,
714,Hannah,Brown,55,Phone,
715,Ethan,Smith,48,SMS,
716,Ethan,Davis,75,SMS,
717,Charlie,Davis,18,Email,
718,Bob,Brown,62,Mail,293
719,Bob,Williams,80,Phone,
720,Ethan,Williams,38,Email,188
721,Bob,Davis,64,Phone,
722,Bob,Jones,28,SMS,
723,Alice,Davis,24,SMS,
724,Alice,Jones,41,Mail,
725,Charlie,Garcia,66,Mail,
726,Charlie,Brown,63,SMS,243
727,Bob,Jones,22,SMS,502
728,George,Garcia,56,Phone,
729,Fiona,Davis,76,Email,
730,Bob,Smith,63,Email,
731,Bob,Davis,80,Mail,
732,Alice,Brown,19,Phone,
733,Bob,Davis,68,Phone,
734,Diana,Jones,64,SMS,
735,Alice,Johnson,39,Email,450
736,Bob,Garcia,76,Email,151
737,George,Garcia,56,Email,
738,Diana,Brown,18,Mail,
739,George,Smith,43,SMS,700
740,Fiona,Davis,26,Phone,
741,Charlie,Williams,19,Phone,
742,Diana,Williams,19,Email,
743,Hannah,Davis,68,Email,774
744,Alice,Williams,20,Phone,429
745,Bob,Johnson,21,Phone,
746,Diana,Miller,72,Phone,
747,Hannah,Williams,63,SMS,
748,Diana,Garcia,69,SMS,
749,Fiona,Garcia,29,Email,
750,Alice,Williams,49,Email,
751,Alice,Johnson,66,Mail,
752,Bob,Garcia,43,Mail,
753,Fiona,Brown,27,SMS,
754,Diana,Jones,43,Email,346
755,Bob,Garcia,19,SMS,
756,Charlie,Garcia,21,Mail,788
757,Alice,Johnson,58,Mail,
758,Alice,Brown,56,Phone,
759,Ethan,Brown,34,SMS,
760,Hannah,Garcia,62,Mail,593
761,Diana,Johnson,62,SMS,975
762,Fiona,Smith,39,Mail,
763,Hannah,Smith,27,Email,
764,George,Brown,57,Phone,
765,George,Jones,25,Email,
766,Charlie,Brown,21,SMS,
767,George,Miller,37,Email,
768,Ethan,Miller,44,Mail,62
769,Diana,Jones,35,Phone,
770,Fiona,Miller,19,SMS,
771,Hannah,Brown,74,SMS,195
772,Hannah,Brown,33,Mail,
773,Charlie,Johnson,72,SMS,
774,Diana,Smith,18,Email,
775,Hannah,Williams,27,SMS,
776,Bob,Johnson,49,Mail,
777,George,Miller,22,Mail,
778,George,Garcia,65,Phone,
779,Diana,Davis,20,Email,
780,Hannah,Smith,73,Mail,
781,Fiona,Smith,47,Phone,
782,George,Johnson,71,Email,
783,Diana,Williams,79,SMS,
784,Alice,Brown,27,Email,
785,Alice,Brown,78,Mail,
786,Alice,Williams,49,SMS,
787,Hannah,Jones,48,SMS,
788,George,Davis,35,Email,157
789,Diana,Miller,71,Email,232
790,Bob,Brown,57,Email,
791,Alice,Miller,42,Email,528
